,Spam,Message
544,1,bsnl welcomes you to bharat sanchar nigam ltd  up west  enjoy your stay with free incoming calls while roaming  for latest bsnl tune dial    free  
545,1,"register for india s best student contest  std        at
ibsc raoiit com
cash prizes of   lacs
call  am  pm             "
546,1,it is with great joy and excitement that we invite you to join us in celebrating an international level youth festival universumm   at m m  university  mullana from september         win cash prizes worth rs    lakhs  for more details  visit  universumm in or call at        thanks   
547,0,you have checked in the book to library acc no    
548,0,kindly use one time password otp   for e commerce txn with your obc debit card ending with xx  this otp is valid for   mins   for single txn only 
549,0,recharge done on   aug       pm mrp rs    pf      revised stax rs    talktime rs    balance rs    transid   benefit free music on airtel click  
550,0,recharge of rs    for   is successful  dial     to check updated balance  for queries  contact operator with reference no    for offers visit  
551,0,recharge of rs    for   is successful  dial     to check updated balance  for queries  contact operator with reference no    for offers visit  
552,0,you ve got   token s  with your last transaction on freecharge  check  rewards  on your freecharge app to use them and get rewarded 
553,0,an amount of   inr has been debited to a c no xxxxxxx  by pos transaction  on   aug         for account balance send sms acbal ac no to  
554,0,kindly use one time password otp   for e commerce txn with your obc debit card ending with xx  this otp is valid for   mins   for single txn only 
555,0,an amount of   inr has been debited to a c no xxxxxxx  by pos transaction  on   aug         now clear balance is credit inr    
556,0,recharge of rs    for   is successful  dial     to check updated balance  for queries  contact operator with reference no    for offers visit  
557,0,recharge of rs    for   is successful  dial     to check updated balance  for queries  contact operator with reference no    for offers visit  
558,0,recharge done on   aug       am mrp rs    pf     stax rs    talktime rs    balance rs    transid   benefit rs  recharge successful    mb  g with   days validity has been credited 
559,1,"hurry up  last   days to get admission in skiet kurukshetra 
free education for sc haryana 
one sem  fee scholarship for girls 
call  "
560,1,bsnl welcomes you to bharat sanchar nigam ltd  up west  enjoy your stay with free incoming calls while roaming  for latest bsnl tune dial    free  
561,1,"last call for admission  
to get admission in top colleges like galgotias jss akg g l bajaj more
for contact       
"
562,1,latest bsnl tune k liye dial        tollfree     rupaye ki bsnl tune k liye   tollfree    latest movies k hit naghmo k liye dial kare   tollfree 
563,1,"admission open 
b e b tech admission in top
reputed engineering
college university in bangalore
under management quota for
admissions call  "
564,1,call   free    sawalo ke jawab dekar jeete  rs ke daily recharge aur mobile phone  dial       jeeto hero bike    lakh ke gold  jaise inaam   rs q
565,1,dpgitm engg college gurgaon for b tech admissions  aicte approved   affiliated to mdu rohtak  sec   gurgaon nr hero honda chowk  ct   www dpgitm com
566,1,"dear aspirants  we are providing direct admission for top engineering  colleges of bangalore  for admission call  
few seats are available"
567,1,"calls sasti karein  rs  sabhi std mobile call re   min  din 
rs  local mobile  p min  din  offer airtel vikreta se ya apne mobile se dial      "
568,1,last chance  want to become a teacher  get admitted in teacher training courses like ntt nptt  b ed  last date       call iwp        
569,1,study in canada  january intake  fee start from rs   lac    visa this month  expert counselling and course selection  no processing fee  aum global    
570,1,bsnl welcomes you to bharat sanchar nigam ltd  up west  enjoy your stay with free incoming calls while roaming  for latest bsnl tune dial    free  
571,0,you have   missed call s  from     last call            
572,1,"rs   gb  g  din market kimat rs  rs  ki bachat 
rs   gb  g  din vikreta se dial         download myairtel app click
airtel in app"
573,0,facebook alert  you received a friend request from pooja  to accept  dial       and use unlimited free facebook without internet  for naughty chat      
574,0,you are selected on the basis of jee main rank for last counselling at iae bhopal for aircraft maint  engg  conducted by central govt of india call   
575,1,"rs   gb  g  din market kimat rs  rs  ki bachat 
rs   gb  g  din vikreta se dial         download myairtel app click
airtel in app"
576,0,your balance will be soon exhausted  you have rs     valid until      
577,1,"many exciting friends are waiting for you on voice chat  end their wait make that call today on   and talk as much as you want
"
578,1,independence day offer  aaj rs  ka recharge jeetne ke liye aajmayein apni kismat  apna inaam pakka karne ke liye  abhi airtel se call karein   tollfree 
579,0,data usage alert  mobile internet   mb data is remaining in your  g da   account  for info on data packs  dial      
580,1,admission closes     hurry few seats are left   ap goyal shimla university  for more details contact us     
581,0,you are selected on the basis of jee main rank for last counselling at iae bhopal for aircraft maint  engg  conducted by central govt of india call   
582,0,hey there  seema has credited rs    to you on fynd  use this code  ltdub to shop from    top fashion brands  enjoy   
583,1,now or never  buy   stylish shirt at just rs    free shipping coupon  sunglasses   belt  watch homeshop  at    pm today  call  
584,1,on this independence day let s celebrate full financial freedom of banking with oriental bank of commerce  banking will  anytime anywhere www obcindia co in
585,0,facebook message  priya has sent you a message and you have   notifications dial       and use unlimited facebook without internet for naughty chat      
586,0,myntra  hi vishwas mittal  your shipment   and order   has been shipped through ekart and will be delivered to you by   aug    the ekart tracking code is mync   you can track your order at  
587,0,data usage alert  mobile internet   mb data is remaining in your  g da   account  for info on data packs  dial      
588,0,data usage alert  mobile internet   mb data is remaining in your  g da   account  for info on data packs  dial      
589,0,"name  mukul sr iit arch
tel          
tel      
"
590,0,   is now available to speak  call    
591,0,your google verification code is  
592,0,your google verification code is  
593,0,out for delivery  puma men blue hip hop     with tracking id mync  from myntra  will be delivered  before  pm today by an ekart wish master  call     please pay rs     by cash or card 
594,0,undelivered  puma men blue hip hop     with tracking id mync  from myntra could not be delivered today  we will try again on mon    aug as requested  click to give feedback   
595,0,dear dell customer  your svc req no   has been registered  our rep will contact you for scheduling the service within the next   working hrs 
596,0,hi vishwas mittal  we were unable to deliver your shipment with shipment id   and order id   on   aug    please give a missed call from your registered contact number to    if the delivery agent did not reach you 
597,0,dear dell customer  for svc req no    the part s  are unavailable  regret the delay  our rep will contact you in   hrs with an updated status 
598,0,dear dell customer for svc req no     our engineer mr surendra will be visiting your place on                
599,0,dear dell customer for svc req no     our engineer mr surendra will be visiting your place on                
600,0,your otp is    please enter it in your app  thanks for downloading eckovation 
601,0,out for delivery  puma men blue hip hop     with tracking id mync  from myntra  will be delivered  before  pm today by an ekart wish master  call     please pay rs     by cash or card 
602,0,your balance will be soon exhausted  you have rs     valid until      
603,0,delivered  puma men blue hip hop     with tracking id mync  from myntra was delivered   today  happy with the delivery  click here   
604,0,you have checked out the book from library acc  no    
605,0,dear dell customer for svc req no     our engineer mr vijay singh gusain will be visiting your place on                
606,0,"congratulations on being our valuable expert on winuall  to access your expert panel  goto  your expert login credentials   
username   vishwasmit 
password    win  
 winuall
learn the right way  always "
607,0,waiting in govind  bhawan
608,0,surya w sent you an invitation on linkedin   
609,0,surya w sent you an invitation on linkedin   
610,0,out for pickup  puma men blue hip hop       more items with tracking id mynr  from myntra  will be picked up today by an ekart wish master  call     keep the product ready with all accessories and tags for verification 
611,0,surya w sent you an invitation on linkedin   
612,0,surya w sent you an invitation on linkedin   
613,0,surya w sent you an invitation on linkedin   
614,0,hi  we were unable to pick up your item puma men blue hip hop   sneakers  return no       on fri    aug  we will attempt again  if our associate did not contact you  please give us a missed call from your registered phone no  to    
615,0,pickup cancelled  pickup of puma men blue hip hop       more items with tracking id mynr  from myntra has been cancelled as you decided to keep the product  click to give feedback   
616,0,hi  your return request for puma men blue hip hop   sneakers  return no       has been cancelled  for any related queries  please click here   
617,0,hi  your return request for puma men blue hip hop   sneakers  return no       has been successfully placed  we expect to pick this up on or before thu    sep 
618,0,out for pickup  puma men blue hip hop       more items with tracking id mynr  from myntra  will be picked up today by an ekart wish master  call     keep the product ready with all accessories and tags for verification 
619,0,hi  your return request for puma men blue hip hop   sneakers  return no       has been processed  refund of rs      has been initiated to your bank a c and is expected to reflect within     days 
620,0,pickup completed  puma men blue hip hop       more items with tracking id mynr  from myntra was picked up today  click to give feedback   
621,0,you have made   invalid login attempts for your username  xxxxx  on            you are left with   more attempt and your user access will be locked for a day post   wrong password attempts 
622,0,your username  xxxxx  locked for the day due to   wrong password attempts on            to unlock  click forgot login password link 
623,0,otp for trouble logging in forgot login password is    do not share it with anyone
624,0,use   as otp to change your password  please don t share this with anyone  paytm never calls you asking for otp  if you did not request this  click here   
625,0,  is your login otp  treat this as confidential  sharing it with anyone gives them full access to your paytm wallet  paytm never calls to verify your otp 
626,0,hey  we tried calling you  however we could not reach you for some reason  here is your reminder to wakeup  have a great day ahead   haptik
627,0,thank you for contacting us  this mobile no  is not registered for card no     to update your mobile no   log on to the website or call the card helpline 
628,0,"hi  your first round for geek gazette will be happening today at mac ground floor at    pm 
for queries  please call  
or   "
629,0,uba test at   am for non ncc candidate at   pm for ncc candidate and others venue is mac open air theatre
630,0,you have   missed call s  from     last call            
631,0,facebook update  you just received a friend request from preeti  to check  dial       and get free facebook access without internet  for hot chat      
632,0,validity of airtel recharge of rs    for   is expiring today  sep     recharge now   
633,0,your sbi debit card ending with xx   has been deactivated for ecom transaction  to activate send sms  swon ecom    to   or use onlinesbi com
634,0,sorry beta l wanted to talk to ur father regarding saksham  nw matter s solved  
635,0,rs   has been credited into your freecharge balance for surprise cashback  it is valid for   months  view details on freecharge app 
636,0,all mte of sept    are preponed to sept    please see channel i 
637,0,you are selected for aircraft maintenance engineering course in central govt  approved college  stia  jaipur  call       www stiaerospace com
638,0,facebook you have   unread messages from your friend dial       to check your facebook updates without internet on any mobile ms dhoni movie      
639,0,your google verification code is  
640,0,which one where timing
641,0,account notification  the password for your google account vishwas mittal  gmail    was recently changed  google com password
642,0,hi vishwas    let me know if your batch having any free slots today for ethics tutorial renu mam class 
643,0,facebook you have   unread messages from your friend dial       to check your facebook updates without internet on any mobile ms dhoni movie      
644,0,you have   missed call s  from     last call            
645,0,your google verification code is  
646,0,you have   missed call s  from     last call            
647,0,hi vishwas mittal  you recently earned a cash back of rs       use it on freecharge to recharge  pay bills and shop at several other places  
648,0,   is now available to take calls  to call back dial    
649,0,facebook you have   unread messages from your friend dial       to check your facebook updates without internet on any mobile ms dhoni movie      
650,0,dear user    is your otp  click  
651,0,bala sir tld to cal as many as posble
652,0,you have checked out the book from library acc  no            
653,0,you have a low balance  to check eligibility and take advance talktime  call   or click  
654,0,you have a low balance  to check eligibility and take advance talktime  call   or click  
655,0,"dear customer 
you have crossed daily data usage threshold of   gb on your jio number   as of   oct        internet speed has been reduced to   kbps  your high speed internet will be restored in next   hours 
to manage your account with myjio app  click  thank you 
team jio"
656,0,iam n thd way  m vilage to iit
657,0,kindly use one time password otp   for e commerce txn with your obc debit card ending with xx  this otp is valid for   mins   for single txn only 
658,0,an amount of   inr has been debited to a c no xxxxxxx  by pos transaction  on   oct         now clear balance is credit inr    
659,0,recharge successful  rs   recharged for    dial     to confirm balance  operator reference no    
660,0,hey  we tried calling you  however we could not reach you for some reason  here is your reminder to call someone  have a great day ahead   haptik
661,0,your account is credited with rs    use voucher  oct  on eyeglasses above rs  at lenskart    
662,0,your data pack is over  recharge before it eats into your remaining balance    
663,0,your balance will be soon exhausted  you have rs     valid until      
664,0,kindly use one time password otp   for e commerce txn with your obc debit card ending with xx  this otp is valid for   mins   for single txn only 
665,0,an amount of   inr has been debited to a c no xxxxxxx  by pos transaction  on   oct         now clear balance is credit inr    
666,0,recharge successful  rs   recharged for   dial     for balance operator ref   get    cashback on recharges  
667,0,an amount of   inr has been debited to a c no xxxxxxx  by pos transaction  on   oct         now clear balance is credit inr    
668,0,an email has been sent for validation of your email id  please click the link given in email to validate  if email not received  update your correct email id through your parent branch or internet banking 
669,0,an amount of   inr has been credited to a c no xxxxxxx  by cash transaction on   nov         now clear balance is credit inr    
670,0,hey vishwas mittal  your   beans expire on        don t forget to treat yourself to a ccd coffee soon   you deserve it  love  team ccd
671,0,your balance will be soon exhausted  you have rs     valid until      
672,0,your recharge for   is pending from bsnl  usually it takes few minutes  if not successful within   hrs  we will refund the money to freecharge wallet
673,0,recharge of rs   for    order id fcva   has failed  your amount will be refunded to your freecharge wallet within   hours 
674,0,dear customer  your transaction on freecharge for order id  fcva  was unsuccessful  your refund for rs     is initiated and will be credited to your freecharge wallet within   hour 
675,0,kindly use one time password otp   for e commerce txn with your obc debit card ending with xx  this otp is valid for   mins   for single txn only 
676,0,an amount of   inr has been debited to a c no xxxxxxx  by pos transaction  on   dec         now clear balance is credit inr    
677,0,your recharge for   is pending from bsnl  usually it takes few minutes  if not successful within   hrs  we will refund the money to freecharge wallet
678,0,kindly use one time password otp   for e commerce txn with your obc debit card ending with xx  this otp is valid for   mins   for single txn only 
679,0,dear customer  your transaction on freecharge for order id  fcva  was unsuccessful  your refund for rs     is initiated and will be credited to your freecharge wallet within   hour 
680,0,your recharge for   is pending from bsnl  usually it takes few minutes  if not successful within   hrs  we will refund the money to freecharge wallet
681,0,recharge of rs   for    order id fcva   has failed  your amount will be refunded to your freecharge wallet within   hours 
682,0,your recharge for   is pending from bsnl  usually it takes few minutes  if not successful within   hrs  we will refund the money to freecharge wallet
683,0,recharge successful  rs   recharged for   dial     for balance operator ref    rs   cashback on electricity bill of rs   using code power    
684,0,recharge of rs   for    order id fcva   has failed  your amount will be refunded to your freecharge wallet within   hours 
685,0,recharge of rs   for    order id fcva   has failed  your amount will be refunded to your freecharge wallet within   hours 
686,0,your a c xxxxx  has a debit by a transfer of rs     on        avl bal rs       download buddy   
687,0,your linkedin verification code is   
688,0,your linkedin verification code is   
689,0,thanks for using     service  you have selected a wrong ifsc  kindly input correct ifsc to complete the txn  contact your bank for correct ifsc  charges apply
690,0,an amount of     inr has been debited to a c no xxxxxxx  by pos transaction  on   dec         now clear balance is credit inr    
691,0,hi customer  booking id     seats  gold m   m   m   m      seat s  for dangal  u  on wed    dec       pm at suncity cinema  bhiwani  audi     please carry your cc dc card which was used for booking tickets 
692,0,inr     credited to your a c no xxxxxxx  on       through rtgs with utr hdfcr 
693,0,to pay rs      to mops sbc our c  from your card xx      use otp  beware only fraudsters ask otp on phone otp is   don t share with anyone 
694,0,sbcollect txn du  dtd   rs     for iit roorkee    iit roorkee semester fee is successful 
695,0,you have   missed call s  from     last call            
696,0,you have   missed call s  from     last call            
697,0,microsoft access code   
698,0,please use the code   to verify your microsoft azure account 
699,0,kindly use one time password otp   for e commerce txn with your obc debit card ending with xx  this otp is valid for   mins   for single txn only 
700,0,an amount of   inr has been debited to a c no xxxxxxx  by pos transaction  on   feb         now clear balance is credit inr    
701,0,recharge successful  rs   recharged for   dial     for balance operator ref   watch    live tv channels at re   frch in dtv
702,0,an amount of   inr has been debited to a c no xxxxxxx  by pos transaction  on   feb         now clear balance is credit inr    
